Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels
Get started with artificial intelligence on Azure,https://docs.microsoft.com/en-us/learn/paths/get-started-with-artificial-intelligence-on-azure/,1,"38,824","393,504",43.72%,"24,812","10,847","12,738",2559,13.63026264,"13,593",34,learn.wwl.get-started-with-artificial-intelligence-on-azure,ai-engineer;data-scientist;developer;student,azure-bot-service;azure-cognitive-services;azure-machine-learning,beginner
Get started with Azure DevOps,https://docs.microsoft.com/en-us/learn/paths/evolve-your-devops-practices/,4,"15,126","98,156",8.93%,"8,904",795,900,2559,18.49255917,"10,118",110,learn.azdo.evolve-your-devops-practices,devops-engineer;administrator;developer,azure-devops,intermediate
Get started with blockchain development,https://docs.microsoft.com/en-us/learn/paths/ethereum-blockchain-development/,6,"8,347","46,144",0.69%,"4,763",33,41,2559,17.85308694,838,221,learn.ethereum-blockchain-development,student,azure,beginner
Get started with cost accounting for supply chains in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/paths/get-started-cost-accounting-supply-chains-dyn365-finance/,1,563,"3,326",14.36%,369,53,59,2559,12.20124334,720,56,learn-dynamics.get-started-cost-accounting-supply-chains-dyn365-finance,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-scm;dynamics-finance-operations,beginner
Get started with development in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/development-get-started-business-central/,6,"1,102","14,014",6.68%,719,48,53,2559,27.64992438,475,248,learn-dynamics.development-get-started-business-central,developer,dynamics-365;dynamics-business-central,beginner
Get started with Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/get-started-dynamics-365-commerce/,4,"1,271","9,660",11.37%,809,92,79,2559,18.9254524,947,210,learn-dynamics.get-started-dynamics-365-commerce,business-user;functional-consultant;administrator;developer,dynamics-365;dynamics-commerce,beginner
Get started with Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/get-started-finance-operations/,6,"13,071","166,318",7.05%,"6,469",456,359,2559,39.70955933,"4,758",484,learn-dynamics.get-started-with-dynamics-365-for-finance-and-operations,business-user;functional-consultant;administrator,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,beginner
Get started with inventory management in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/get-started-inventory-management/,2,548,"4,046",17.91%,363,65,62,2559,13.98868613,242,84,learn-dynamics.get-started-inventory-management,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Get started with managing Microsoft Teams,https://docs.microsoft.com/en-us/learn/paths/get-started-managing-microsoft-teams/,4,"3,928","48,461",9.37%,"3,395",318,353,2559,40.5301553,247,206,learn.wwl.get-started-managing-microsoft-teams,administrator,m365;office-teams,intermediate
Get started with Microsoft data analytics,https://docs.microsoft.com/en-us/learn/paths/data-analytics-microsoft/,2,"119,726","616,735",16.61%,"36,225","6,016","6,768",2559,14.20991138,"18,232",76,learn-bizapps.get-started-data-analytics,data-analyst,power-bi,intermediate
Get started with Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/get-started-dynamics-365-business-central/,3,"6,305","60,641",9.55%,"4,377",418,424,2559,22.30128469,"2,678",188,learn-dynamics.get-started-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,beginner
Get started with Microsoft Viva Insights (Workplace Analytics),https://docs.microsoft.com/en-us/learn/paths/m365-workplace-analytics-start/,4,"1,279","8,330",6.90%,783,54,67,2559,23.10248892,637,151,learn-m365.workplace-analytics-get-started,business-analyst;data-analyst;business-owner,m365;m365-workplace-analytics;power-bi,beginner
Get started with Microsoft Viva Topics,https://docs.microsoft.com/en-us/learn/paths/m365-viva-topics/,5,"1,033","9,320",12.67%,726,92,105,2559,18.73428525,247,114,learn-m365-pr.viva-topics,administrator,m365,beginner
Get Started with Power Apps portals,https://docs.microsoft.com/en-us/learn/paths/get-started-power-apps-portals/,5,"3,288","22,277",5.22%,"2,166",113,127,2559,19.36583029,"1,392",188,learn-bizapps.get-started-power-apps-portals,maker;functional-consultant;administrator,power-platform;power-apps,intermediate
Get started with Power Automate buttons,https://docs.microsoft.com/en-us/learn/paths/get-started-power-automate-buttons/,5,"2,921","29,081",19.01%,"1,552",295,307,2559,15.01301495,"1,738",268,learn-bizapps.get-started-power-automate-buttons,functional-consultant;maker;business-user,power-platform;power-automate,intermediate
Get started with Power Automate Desktop,https://docs.microsoft.com/en-us/learn/paths/pad-get-started/,2,"3,361","24,195",14.74%,"2,063",304,339,2559,17.24444114,"1,018",82,learn-bizapps.pad-get-started,maker;developer;functional-consultant,power-platform;power-automate,beginner
Get started with SharePoint Syntex,https://docs.microsoft.com/en-us/learn/paths/syntex-get-started/,5,549,"4,751",15.76%,368,58,64,2559,18.96108075,85,95,learn-m365.syntex-get-started,administrator;business-user,m365,beginner
Get started with the features in Dynamics 365 Project Operations,https://docs.microsoft.com/en-us/learn/paths/get-started-features-project-operations/,7,975,"7,856",3.45%,261,9,9,2559,21.28348718,84,715,learn-dynamics.get-started-features-project-operations,functional-consultant;business-user,dynamics-365;dynamics-project-operations;dynamics-finance;dynamics-finance-operations;dynamics-sales;dynamics-field-service,intermediate
Get started with the Linux command line and the Shell,https://docs.microsoft.com/en-us/learn/paths/shell/,2,830,"3,736",6.43%,171,11,17,2559,11.0774498,33,78,learn.shell.linux-command-line,devops-engineer;administrator;developer;student,azure-devops;azure,beginner;intermediate
Get started with Trade in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/trade-get-started-dynamics-365-business-central/,2,984,"10,594",21.38%,781,167,169,2559,28.08573848,574,150,learn-dynamics.trade-get-started-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Get started with WinAutomation,https://docs.microsoft.com/en-us/learn/paths/get-started-winautomation/,4,510,"6,136",12.66%,379,48,51,2559,17.16444444,616,165,learn-bizapps.get-started-winautomation,administrator;maker;business-user;developer;functional-consultant,power-platform;power-automate,beginner
Get up and running quickly with Microsoft Vaccination Management,https://docs.microsoft.com/en-us/learn/paths/vaccination-management/,8,197,"1,164",3.33%,60,2,2,2559,4.599576988,2,242,learn-bizapps.vaccination-management,business-user;functional-consultant,industry-solutions,intermediate
GitHub fundamentals - Administration basics and product features.,https://docs.microsoft.com/en-us/learn/paths/github-administration-products/,3,"24,201","80,723",4.45%,"18,280",814,949,2559,7.495905817,824,112,learn.github.github-administration-products,administrator;devops-engineer;technology-manager,github,intermediate
HoloLens 2 fundamentals: develop mixed reality applications,https://docs.microsoft.com/en-us/learn/paths/beginner-hololens-2-tutorials/,9,726,"7,876",1.66%,664,11,12,2559,18.0489899,18,347,learn.azure.beginner-hololens-2-tutorials,developer;business-owner;student;technology-manager,azure;windows-mixed-reality;mrtk;hololens,beginner
Identify guiding principles for responsible AI in government,https://docs.microsoft.com/en-us/learn/paths/responsible-ai-government-principles/,3,"1,764","9,610",44.44%,99,44,45,2559,10.5438681,430,175,learn.responsible-ai-business-principles-government,functional-consultant;business-user,azure;dynamics-365;m365,intermediate
Identify principles and practices for responsible AI,https://docs.microsoft.com/en-us/learn/paths/responsible-ai-business-principles/,3,"1,892","10,706",27.99%,318,89,94,2559,10.97561663,889,168,learn.responsible-ai-business-principles,functional-consultant;business-user,azure;dynamics-365;m365,intermediate
Implement a Data Streaming Solution with Azure Streaming Analytics,https://docs.microsoft.com/en-us/learn/paths/implement-data-streaming-with-asa/,3,"4,374","41,736",16.12%,"1,936",312,327,2559,23.85973937,"3,831",138,learn.data-ai.implement-data-streaming-with-asa,data-engineer,azure;azure-portal;azure-storage;azure-stream-analytics,beginner
Implement a secure environment for a database service,https://docs.microsoft.com/en-us/learn/paths/implement-secure-environment-database-service/,3,"1,200","7,476",9.81%,795,78,86,2559,18.66097222,"1,335",150,learn.wwl.implement-secure-environment-database-service,data-analyst;data-engineer;database-administrator,azure;azure-sql-database;sql-server,intermediate
Implement a Windows Server hybrid cloud infrastructure,https://docs.microsoft.com/en-us/learn/paths/implement-windows-server-hybrid-cloud-infrastructure/,6,"1,845","14,078",12.50%,552,69,81,2559,18.72735321,562,430,learn.wwl.implement-windows-server-hybrid-cloud-infrastructure,administrator;solution-architect;technology-manager,azure;azure-active-directory;azure-cloud-shell;azure-portal;azure-storage;azure-virtual-machines,intermediate
Implement advanced logic in Power Automate Desktop,https://docs.microsoft.com/en-us/learn/paths/pad-implement-advanced-logic/,5,"1,662","8,550",21.33%,347,74,81,2559,9.494033293,326,140,learn-bizapps.pad-implement-advanced-logic,maker;developer;functional-consultant,power-platform;power-automate,intermediate
Implement advanced logic in WinAutomation,https://docs.microsoft.com/en-us/learn/paths/implement-logic-winautomation/,6,221,"1,480",25.81%,62,16,17,2559,5.743815988,149,219,learn-bizapps.implement-logic-winautomation,administrator;maker;business-user;developer;functional-consultant,power-platform;power-automate,intermediate
Implement and manage storage for Azure administrators,https://docs.microsoft.com/en-us/learn/paths/azure-administrator-manage-storage/,10,"21,444","336,044",50.00%,452,226,244,2559,31.4616606,521,402,learn.azure-admin-manage-storage,administrator,azure;azure-storage;azure-storage-accounts;azure-storage-explorer;azure-blob-storage;azure-files;azure-data-box-family;azure-virtual-machines,beginner
Implement applications and external access in Azure AD,https://docs.microsoft.com/en-us/learn/paths/implement-applications-external-access-azure-ad/,3,360,"2,012",9.25%,292,27,36,2559,15.87212963,103,92,learn.wwl.implement-applications-external-access-azure-ad,administrator;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Implement certifications in academic programs,https://docs.microsoft.com/en-us/learn/paths/academic-program-certifications/,4,471,"2,143",4.11%,414,17,20,2559,5.165782024,22,81,learn.academic-program-certifications,student;developer;higher-ed-educator;school-leader,azure,beginner
Implement data governance in Microsoft 365 intelligence,https://docs.microsoft.com/en-us/learn/paths/implement-data-governance-microsoft-365-intelligence/,7,248,"1,760",7.46%,134,10,17,2559,26.24986559,84,203,learn.wwl.implement-data-governance-microsoft-365-intelligence,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Implement Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/implement-finance-operations/,24,"44,974","551,129",6.29%,938,59,53,2559,35.15102096,"1,004",1454,learn-dynamics.implement-finance-operations,functional-consultant;solution-architect;administrator,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,intermediate
Implement goal management in Dynamics 365 Sales and Customer Service,https://docs.microsoft.com/en-us/learn/paths/apply-goal-management-dynamics-365/,2,742,"4,471",15.67%,651,102,108,2559,17.83773585,"1,224",78,learn-bizapps.applying-goal-management,business-user;functional-consultant,dynamics-365;dynamics-sales;dynamics-customer-service,beginner
Implement knowledge mining with Azure Cognitive Search,https://docs.microsoft.com/en-us/learn/paths/implement-knowledge-mining-azure-cognitive-search/,3,"1,085","11,579",22.25%,764,170,198,2559,28.85494624,585,155,learn.wwl.implement-knowledge-mining-azure-cognitive-search,ai-engineer;developer;solution-architect,azure;azure-cognitive-services;azure-sdks;azure-cognitive-search,intermediate
Implement Microsoft identity – Associate,https://docs.microsoft.com/en-us/learn/paths/m365-identity-associate/,5,"3,259","25,488",13.74%,990,136,159,2559,17.3906055,"2,145",342,learn-m365.identity-associate,developer,m365;azure-active-directory,intermediate
Implement Mobile Device Management in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/implement-mobile-device-management-microsoft-365/,4,355,"2,458",12.11%,223,27,33,2559,14.70497653,116,126,learn.wwl.implement-mobile-device-management-microsoft-365,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Implement network security in Azure,https://docs.microsoft.com/en-us/learn/paths/implement-network-security/,5,"29,317","321,316",54.35%,"2,576","1,400","1,516",2559,29.98669202,"8,389",310,learn.security.implement-network-security,solution-architect;administrator;security-engineer,azure;azure-clis;azure-portal;azure-application-gateway;azure-expressroute;azure-virtual-network;azure-vpn-gateway,beginner;intermediate
Implement resource management security in Azure,https://docs.microsoft.com/en-us/learn/paths/implement-resource-mgmt-security/,6,"60,820","847,740",66.16%,"2,982","1,973","2,152",2559,37.19101447,"9,594",207,learn.security.implement-resource-mgmt-security,solution-architect;administrator;security-engineer,azure;azure-clis;azure-portal;azure-resource-manager;azure-blueprints;azure-policy;azure-rbac,beginner;intermediate
